Year,State,CoC Number,CoC Name,Measures,Count
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Sheltered Homeless Veterans,58
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Total Homeless,386
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless,5
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless Individuals,5
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Homeless Individuals,125
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Homeless People in Families,38
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Homeless Veterans,18
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless,153
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless Individuals,115
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless People in Families,38
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless Veterans,16
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Total Homeless,163
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless,10
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless Individuals,10
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Unsheltered Homeless Veterans,2
1/1/2015,IL,IL-504,Madison County CoC,Homeless Individuals,38
1/1/2015,IL,IL-504,Madison County CoC,Homeless People in Families,130
1/1/2015,IL,IL-504,Madison County CoC,Homeless Veterans,10
1/1/2015,IL,IL-504,Madison County CoC,Sheltered Homeless,144
1/1/2015,IL,IL-504,Madison County CoC,Sheltered Homeless Individuals,23
1/1/2015,IL,IL-504,Madison County CoC,Sheltered Homeless People in Families,121
1/1/2015,IL,IL-504,Madison County CoC,Sheltered Homeless Veterans,10
1/1/2015,IL,IL-504,Madison County CoC,Total Homeless,168
1/1/2015,IL,IL-504,Madison County CoC,Unsheltered Homeless,24
1/1/2015,IL,IL-504,Madison County CoC,Unsheltered Homeless Individuals,15
1/1/2015,IL,IL-504,Madison County CoC,Unsheltered Homeless People in Families,9
1/1/2015,IL,IL-504,Madison County CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Homeless Individuals,207
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Homeless People in Families,133
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Homeless Veterans,23
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless,314
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless Individuals,184
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless People in Families,130
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless Veterans,23
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Total Homeless,340
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless,26
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless Individuals,23
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless People in Families,3
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Homeless Individuals,262
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Homeless People in Families,189
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Homeless Veterans,29
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless,383
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless Individuals,233
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless People in Families,150
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless Veterans,23
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Total Homeless,451
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless,68
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless Individuals,29
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless People in Families,39
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Unsheltered Homeless Veterans,6
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Homeless Individuals,176
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Homeless People in Families,142
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Homeless Veterans,38
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless,166
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless Individuals,52
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless People in Families,114
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless Veterans,23
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Total Homeless,318
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless,152
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless Individuals,124
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless People in Families,28
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Unsheltered Homeless Veterans,15
1/1/2015,IL,IL-509,Dekalb City & County CoC,Homeless Individuals,45
1/1/2015,IL,IL-509,Dekalb City & County CoC,Homeless People in Families,56
1/1/2015,IL,IL-509,Dekalb City & County CoC,Homeless Veterans,1
1/1/2015,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless,99
1/1/2015,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless Individuals,43
1/1/2015,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless People in Families,56
1/1/2015,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless Veterans,1
1/1/2015,IL,IL-509,Dekalb City & County CoC,Total Homeless,101
1/1/2015,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless,2
1/1/2015,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless Individuals,2
1/1/2015,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-509,Dekalb City & County CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-510,Chicago CoC,Homeless Individuals,"4,592"
1/1/2015,IL,IL-510,Chicago CoC,Homeless People in Families,"2,194"
1/1/2015,IL,IL-510,Chicago CoC,Homeless Veterans,752
1/1/2015,IL,IL-510,Chicago CoC,Sheltered Homeless,"4,731"
1/1/2015,IL,IL-510,Chicago CoC,Sheltered Homeless Individuals,"2,558"
1/1/2015,IL,IL-510,Chicago CoC,Sheltered Homeless People in Families,"2,173"
1/1/2015,IL,IL-510,Chicago CoC,Sheltered Homeless Veterans,346
1/1/2015,IL,IL-510,Chicago CoC,Total Homeless,"6,786"
1/1/2015,IL,IL-510,Chicago CoC,Unsheltered Homeless,"2,055"
1/1/2015,IL,IL-510,Chicago CoC,Unsheltered Homeless Individuals,"2,034"
1/1/2015,IL,IL-510,Chicago CoC,Unsheltered Homeless People in Families,21
1/1/2015,IL,IL-510,Chicago CoC,Unsheltered Homeless Veterans,406
1/1/2015,IL,IL-511,Cook County CoC,Homeless Individuals,528
1/1/2015,IL,IL-511,Cook County CoC,Homeless People in Families,367
1/1/2015,IL,IL-511,Cook County CoC,Homeless Veterans,92
1/1/2015,IL,IL-511,Cook County CoC,Sheltered Homeless,785
1/1/2015,IL,IL-511,Cook County CoC,Sheltered Homeless Individuals,418
1/1/2015,IL,IL-511,Cook County CoC,Sheltered Homeless People in Families,367
1/1/2015,IL,IL-511,Cook County CoC,Sheltered Homeless Veterans,85
1/1/2015,IL,IL-511,Cook County CoC,Total Homeless,895
1/1/2015,IL,IL-511,Cook County CoC,Unsheltered Homeless,110
1/1/2015,IL,IL-511,Cook County CoC,Unsheltered Homeless Individuals,110
1/1/2015,IL,IL-511,Cook County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-511,Cook County CoC,Unsheltered Homeless Veterans,7
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Homeless Individuals,238
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Homeless People in Families,381
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Homeless Veterans,20
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless,565
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless Individuals,221
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless People in Families,344
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless Veterans,19
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Total Homeless,619
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless,54
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless Individuals,17
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless People in Families,37
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Unsheltered Homeless Veterans,1
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Homeless Individuals,227
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Homeless People in Families,99
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Homeless Veterans,28
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Sheltered Homeless,311
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Sheltered Homeless Individuals,212
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Sheltered Homeless People in Families,99
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Sheltered Homeless Veterans,24
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Total Homeless,326
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Unsheltered Homeless,15
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Unsheltered Homeless Individuals,15
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Unsheltered Homeless Veterans,4
1/1/2015,IL,IL-514,DuPage County CoC,Homeless Individuals,290
1/1/2015,IL,IL-514,DuPage County CoC,Homeless People in Families,382
1/1/2015,IL,IL-514,DuPage County CoC,Homeless Veterans,21
1/1/2015,IL,IL-514,DuPage County CoC,Sheltered Homeless,642
1/1/2015,IL,IL-514,DuPage County CoC,Sheltered Homeless Individuals,260
1/1/2015,IL,IL-514,DuPage County CoC,Sheltered Homeless People in Families,382
1/1/2015,IL,IL-514,DuPage County CoC,Sheltered Homeless Veterans,20
1/1/2015,IL,IL-514,DuPage County CoC,Total Homeless,672
1/1/2015,IL,IL-514,DuPage County CoC,Unsheltered Homeless,30
1/1/2015,IL,IL-514,DuPage County CoC,Unsheltered Homeless Individuals,30
1/1/2015,IL,IL-514,DuPage County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-514,DuPage County CoC,Unsheltered Homeless Veterans,1
1/1/2015,IL,IL-515,South Central Illinois CoC,Homeless Individuals,44
1/1/2015,IL,IL-515,South Central Illinois CoC,Homeless People in Families,78
1/1/2015,IL,IL-515,South Central Illinois CoC,Homeless Veterans,9
1/1/2015,IL,IL-515,South Central Illinois CoC,Sheltered Homeless,98
1/1/2015,IL,IL-515,South Central Illinois CoC,Sheltered Homeless Individuals,28
1/1/2015,IL,IL-515,South Central Illinois CoC,Sheltered Homeless People in Families,70
1/1/2015,IL,IL-515,South Central Illinois CoC,Sheltered Homeless Veterans,9
1/1/2015,IL,IL-515,South Central Illinois CoC,Total Homeless,122
1/1/2015,IL,IL-515,South Central Illinois CoC,Unsheltered Homeless,24
1/1/2015,IL,IL-515,South Central Illinois CoC,Unsheltered Homeless Individuals,16
1/1/2015,IL,IL-515,South Central Illinois CoC,Unsheltered Homeless People in Families,8
1/1/2015,IL,IL-515,South Central Illinois CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Homeless Individuals,170
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Homeless People in Families,68
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Homeless Veterans,10
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Sheltered Homeless,199
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Sheltered Homeless Individuals,134
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Sheltered Homeless People in Families,65
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Sheltered Homeless Veterans,6
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Total Homeless,238
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Unsheltered Homeless,39
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Unsheltered Homeless Individuals,36
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Unsheltered Homeless People in Families,3
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Unsheltered Homeless Veterans,4
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Homeless Individuals,267
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Homeless People in Families,121
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Homeless Veterans,22
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Sheltered Homeless,374
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Sheltered Homeless Individuals,253
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Sheltered Homeless People in Families,121
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Sheltered Homeless Veterans,21
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Total Homeless,388
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Unsheltered Homeless,14
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Unsheltered Homeless Individuals,14
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Unsheltered Homeless Veterans,1
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Homeless Individuals,180
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Homeless People in Families,74
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Homeless Veterans,20
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Sheltered Homeless,238
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Sheltered Homeless Individuals,167
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Sheltered Homeless People in Families,71
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Sheltered Homeless Veterans,16
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Total Homeless,254
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Unsheltered Homeless,16
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Unsheltered Homeless Individuals,13
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Unsheltered Homeless People in Families,3
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Unsheltered Homeless Veterans,4
1/1/2015,IL,IL-519,West Central Illinois CoC,Homeless Individuals,61
1/1/2015,IL,IL-519,West Central Illinois CoC,Homeless People in Families,39
1/1/2015,IL,IL-519,West Central Illinois CoC,Homeless Veterans,3
1/1/2015,IL,IL-519,West Central Illinois CoC,Sheltered Homeless,98
1/1/2015,IL,IL-519,West Central Illinois CoC,Sheltered Homeless Individuals,59
1/1/2015,IL,IL-519,West Central Illinois CoC,Sheltered Homeless People in Families,39
1/1/2015,IL,IL-519,West Central Illinois CoC,Sheltered Homeless Veterans,3
1/1/2015,IL,IL-519,West Central Illinois CoC,Total Homeless,100
1/1/2015,IL,IL-519,West Central Illinois CoC,Unsheltered Homeless,2
1/1/2015,IL,IL-519,West Central Illinois CoC,Unsheltered Homeless Individuals,2
1/1/2015,IL,IL-519,West Central Illinois CoC,Unsheltered Homeless People in Families,0
1/1/2015,IL,IL-519,West Central Illinois CoC,Unsheltered Homeless Veterans,0
1/1/2015,IL,IL-520,Southern Illinois CoC,Homeless Individuals,192
1/1/2015,IL,IL-520,Southern Illinois CoC,Homeless People in Families,154
1/1/2015,IL,IL-520,Southern Illinois CoC,Homeless Veterans,27
1/1/2015,IL,IL-520,Southern Illinois CoC,Sheltered Homeless,316
1/1/2015,IL,IL-520,Southern Illinois CoC,Sheltered Homeless Individuals,166
1/1/2015,IL,IL-520,Southern Illinois CoC,Sheltered Homeless People in Families,150
1/1/2015,IL,IL-520,Southern Illinois CoC,Sheltered Homeless Veterans,22
1/1/2015,IL,IL-520,Southern Illinois CoC,Total Homeless,346
1/1/2015,IL,IL-520,Southern Illinois CoC,Unsheltered Homeless,30
1/1/2015,IL,IL-520,Southern Illinois CoC,Unsheltered Homeless Individuals,26
1/1/2015,IL,IL-520,Southern Illinois CoC,Unsheltered Homeless People in Families,4
1/1/2015,IL,IL-520,Southern Illinois CoC,Unsheltered Homeless Veterans,5
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Homeless Individuals,332
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Homeless People in Families,201
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Homeless Veterans,56
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Sheltered Homeless,521
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Sheltered Homeless Individuals,320
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Sheltered Homeless People in Families,201
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Sheltered Homeless Veterans,56
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Total Homeless,533
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Unsheltered Homeless,12
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Unsheltered Homeless Individuals,12
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Unsheltered Homeless People in Families,0
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Unsheltered Homeless Veterans,0
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Homeless Individuals,"2,353"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Homeless People in Families,"1,311"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Homeless Veterans,345
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Sheltered Homeless,"3,204"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Sheltered Homeless Individuals,"1,907"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Sheltered Homeless People in Families,"1,297"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Sheltered Homeless Veterans,294
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Total Homeless,"3,664"
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Unsheltered Homeless,460
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Unsheltered Homeless Individuals,446
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Unsheltered Homeless People in Families,14
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Unsheltered Homeless Veterans,51
1/1/2015,IN,IN-503,Indianapolis CoC,Homeless Individuals,"1,229"
1/1/2015,IN,IN-503,Indianapolis CoC,Homeless People in Families,437
1/1/2015,IN,IN-503,Indianapolis CoC,Homeless Veterans,389
1/1/2015,IN,IN-503,Indianapolis CoC,Sheltered Homeless,"1,555"
1/1/2015,IN,IN-503,Indianapolis CoC,Sheltered Homeless Individuals,"1,126"
1/1/2015,IN,IN-503,Indianapolis CoC,Sheltered Homeless People in Families,429
1/1/2015,IN,IN-503,Indianapolis CoC,Sheltered Homeless Veterans,376
1/1/2015,IN,IN-503,Indianapolis CoC,Total Homeless,"1,666"
1/1/2015,IN,IN-503,Indianapolis CoC,Unsheltered Homeless,111
1/1/2015,IN,IN-503,Indianapolis CoC,Unsheltered Homeless Individuals,103
1/1/2015,IN,IN-503,Indianapolis CoC,Unsheltered Homeless People in Families,8
1/1/2015,IN,IN-503,Indianapolis CoC,Unsheltered Homeless Veterans,13
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Homeless Individuals,411
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Homeless People in Families,150
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Homeless Veterans,59
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Sheltered Homeless,462
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Sheltered Homeless Individuals,312
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Sheltered Homeless People in Families,150
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Sheltered Homeless Veterans,41
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Total Homeless,561
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Unsheltered Homeless,99
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Unsheltered Homeless Individuals,99
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Unsheltered Homeless People in Families,0
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Unsheltered Homeless Veterans,18
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Homeless Individuals,260
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Homeless People in Families,145
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Homeless Veterans,34
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Sheltered Homeless,372
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Sheltered Homeless Individuals,227
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Sheltered Homeless People in Families,145
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Sheltered Homeless Veterans,34
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Total Homeless,405
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Unsheltered Homeless,33
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Unsheltered Homeless Individuals,33
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Unsheltered Homeless People in Families,0
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Unsheltered Homeless Veterans,0
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Homeless Individuals,23
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Homeless People in Families,151
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Homeless Veterans,0
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Sheltered Homeless,151
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Sheltered Homeless Individuals,10
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Sheltered Homeless People in Families,141
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Sheltered Homeless Veterans,0
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Total Homeless,174
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Unsheltered Homeless,23
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Unsheltered Homeless Individuals,13
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Unsheltered Homeless People in Families,10
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Unsheltered Homeless Veterans,0
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Homeless Individuals,642
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Homeless People in Families,566
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Homeless Veterans,178
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Sheltered Homeless,"1,093"
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Sheltered Homeless Individuals,536
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Sheltered Homeless People in Families,557
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Sheltered Homeless Veterans,166
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Total Homeless,"1,208"
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Unsheltered Homeless,115
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Unsheltered Homeless Individuals,106
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Unsheltered Homeless People in Families,9
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Unsheltered Homeless Veterans,12
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Homeless Individuals,"1,242"
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Homeless People in Families,877
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Homeless Veterans,234
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Sheltered Homeless,"1,497"
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Sheltered Homeless Individuals,823
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Sheltered Homeless People in Families,674
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Sheltered Homeless Veterans,196
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Total Homeless,"2,119"
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Unsheltered Homeless,622
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Unsheltered Homeless Individuals,419
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Unsheltered Homeless People in Families,203
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Unsheltered Homeless Veterans,38
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Homeless Individuals,854
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Homeless People in Families,307
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Homeless Veterans,190
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Sheltered Homeless,"1,080"
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Sheltered Homeless Individuals,783
